step,time_s,key,value
15,483.5,received,128
15,483.5,logp_gap,0.023
16,511.7,reward,0.635
16,511.7,staleness,1
16,511.7,loss,0.000
16,511.7,pg,0.000
16,511.7,ratio,1.001
16,511.7,gnorm,0.037
16,511.7,queued,0
16,511.7,dropped,0
16,511.7,received,136
16,511.7,logp_gap,0.029
17,538.4,reward,0.657
17,538.4,staleness,1
17,538.4,loss,0.000
17,538.4,pg,0.000
17,538.4,ratio,1.001
17,538.4,gnorm,0.031
17,538.4,queued,0
17,538.4,dropped,0
17,538.4,received,144
17,538.4,logp_gap,0.025
18,565.7,reward,0.604
18,565.7,staleness,1
18,565.7,loss,0.000
18,565.7,pg,0.000
18,565.7,ratio,1.001
18,565.7,gnorm,0.033
18,565.7,queued,0
18,565.7,dropped,0
18,565.7,received,152
18,565.7,logp_gap,0.022
19,593.7,reward,0.626
19,593.7,staleness,1
19,593.7,loss,0.000
19,593.7,pg,0.000
19,593.7,ratio,1.001
19,593.7,gnorm,0.022
19,593.7,queued,0
19,593.7,dropped,0
19,593.7,received,160
19,593.7,logp_gap,0.024
20,621.0,reward,0.668
20,621.0,staleness,1
20,621.0,loss,-0.000
20,621.0,pg,-0.000
20,621.0,ratio,1.001
20,621.0,gnorm,0.026
20,621.0,queued,1
20,621.0,dropped,0
20,621.0,received,169
20,621.0,logp_gap,0.024
20,634.3,eval_acc,0.516
21,648.5,reward,0.673
21,648.5,staleness,1
21,648.5,loss,0.000
21,648.5,pg,0.000
21,648.5,ratio,1.001
21,648.5,gnorm,0.046
21,648.5,queued,1
21,648.5,dropped,0
21,648.5,received,177
21,648.5,logp_gap,0.020
22,675.4,reward,0.644
22,675.4,staleness,2
22,675.4,loss,0.000
22,675.4,pg,0.000
22,675.4,ratio,1.001
22,675.4,gnorm,0.036
22,675.4,queued,1
22,675.4,dropped,0
22,675.4,received,185
22,675.4,logp_gap,0.024
23,702.9,reward,0.621
23,702.9,staleness,2
23,702.9,loss,0.000
23,702.9,pg,0.000
23,702.9,ratio,1.001
23,702.9,gnorm,0.027
23,702.9,queued,1
23,702.9,dropped,0
23,702.9,received,193
23,702.9,logp_gap,0.022
24,731.4,reward,0.707
24,731.4,staleness,2
24,731.4,loss,0.000
24,731.4,pg,0.000
24,731.4,ratio,1.001
24,731.4,gnorm,0.030
24,731.4,queued,1
24,731.4,dropped,0
24,731.4,received,201
24,731.4,logp_gap,0.021
25,758.5,reward,0.545
25,758.5,staleness,2
25,758.5,loss,0.000
25,758.5,pg,0.000
25,758.5,ratio,1.001
25,758.5,gnorm,0.020
25,758.5,queued,1
25,758.5,dropped,0
25,758.5,received,209
25,758.5,logp_gap,0.021
26,785.4,reward,0.704
26,785.4,staleness,2
26,785.4,loss,0.000
26,785.4,pg,0.000
26,785.4,ratio,1.001
26,785.4,gnorm,0.020
26,785.4,queued,1
26,785.4,dropped,0
26,785.4,received,217
26,785.4,logp_gap,0.021
27,813.2,reward,0.686
27,813.2,staleness,2
27,813.2,loss,0.000
27,813.2,pg,0.000
27,813.2,ratio,1.001
27,813.2,gnorm,0.032
27,813.2,queued,2
27,813.2,dropped,0
27,813.2,received,226
27,813.2,logp_gap,0.021
28,839.8,reward,0.729
28,839.8,staleness,2
28,839.8,loss,0.000
28,839.8,pg,0.000
28,839.8,ratio,1.001
28,839.8,gnorm,0.031
28,839.8,queued,1
28,839.8,dropped,0
28,839.8,received,233
28,839.8,logp_gap,0.018
29,867.7,reward,0.624
29,867.7,staleness,2
29,867.7,loss,0.000
29,867.7,pg,0.000
29,867.7,ratio,1.001
29,867.7,gnorm,0.032
29,867.7,queued,2
29,867.7,dropped,0
29,867.7,received,242
29,867.7,logp_gap,0.019
30,895.1,reward,0.752
30,895.1,staleness,2
30,895.1,loss,0.000
30,895.1,pg,0.000
30,895.1,ratio,1.001
30,895.1,gnorm,0.021
30,895.1,queued,2
30,895.1,dropped,0
30,895.1,received,250
30,895.1,logp_gap,0.020
31,923.5,reward,0.708
31,923.5,staleness,2
31,923.5,loss,0.000
31,923.5,pg,0.000
31,923.5,ratio,1.001
31,923.5,gnorm,0.019
31,923.5,queued,2
31,923.5,dropped,0
31,923.5,received,258
31,923.5,logp_gap,0.018
32,952.3,reward,0.598
32,952.3,staleness,2
32,952.3,loss,0.000
32,952.3,pg,0.000
32,952.3,ratio,1.001
32,952.3,gnorm,0.022
32,952.3,queued,2
32,952.3,dropped,0
32,952.3,received,266
32,952.3,logp_gap,0.019
33,979.2,reward,0.679
33,979.2,staleness,2
33,979.2,loss,0.000
33,979.2,pg,0.000
33,979.2,ratio,1.001
33,979.2,gnorm,0.023
33,979.2,queued,2
33,979.2,dropped,0
33,979.2,received,274
33,979.2,logp_gap,0.021
34,1007.0,reward,0.648
34,1007.0,staleness,2
34,1007.0,loss,0.000
34,1007.0,pg,0.000
34,1007.0,ratio,1.001
34,1007.0,gnorm,0.023
34,1007.0,queued,3
34,1007.0,dropped,0
34,1007.0,received,283
34,1007.0,logp_gap,0.017
35,1034.6,reward,0.730
35,1034.6,staleness,2
35,1034.6,loss,0.000
35,1034.6,pg,0.000
35,1034.6,ratio,1.001
35,1034.6,gnorm,0.020
35,1034.6,queued,3
35,1034.6,dropped,0
35,1034.6,received,291
35,1034.6,logp_gap,0.017
36,1062.0,reward,0.717
36,1062.0,staleness,2
36,1062.0,loss,0.000
36,1062.0,pg,0.000
36,1062.0,ratio,1.001
36,1062.0,gnorm,0.020
36,1062.0,queued,3
36,1062.0,dropped,0
36,1062.0,received,299
36,1062.0,logp_gap,0.017
37,1091.2,reward,0.625
37,1091.2,staleness,2
37,1091.2,loss,0.000
37,1091.2,pg,0.000
37,1091.2,ratio,1.001
37,1091.2,gnorm,0.020
37,1091.2,queued,4
37,1091.2,dropped,0
37,1091.2,received,308
37,1091.2,logp_gap,0.018
38,1117.5,reward,0.688
38,1117.5,staleness,2
38,1117.5,loss,0.000
38,1117.5,pg,0.000
38,1117.5,ratio,1.001
38,1117.5,gnorm,0.020
38,1117.5,queued,3
38,1117.5,dropped,0
38,1117.5,received,315
38,1117.5,logp_gap,0.017
39,1144.6,reward,0.763
39,1144.6,staleness,2
39,1144.6,loss,0.000
39,1144.6,pg,0.000
39,1144.6,ratio,1.001
39,1144.6,gnorm,0.025
39,1144.6,queued,3
39,1144.6,dropped,0
39,1144.6,received,323
39,1144.6,logp_gap,0.016
40,1172.4,reward,0.703
40,1172.4,staleness,2
40,1172.4,loss,0.000
40,1172.4,pg,0.000
40,1172.4,ratio,1.001
40,1172.4,gnorm,0.019
40,1172.4,queued,3
40,1172.4,dropped,0
40,1172.4,received,331
40,1172.4,logp_gap,0.013
40,1185.6,eval_acc,0.531
41,1199.6,reward,0.598
41,1199.6,staleness,2
41,1199.6,loss,0.000
41,1199.6,pg,0.000
41,1199.6,ratio,1.001
41,1199.6,gnorm,0.018
41,1199.6,queued,3
41,1199.6,dropped,0
41,1199.6,received,339
41,1199.6,logp_gap,0.018
42,1219.4,reward,0.723
42,1219.4,staleness,2
42,1219.4,loss,0.000
42,1219.4,pg,0.000
42,1219.4,ratio,1.001
42,1219.4,gnorm,0.019
42,1219.4,queued,3
42,1219.4,dropped,0
42,1219.4,received,347
42,1219.4,logp_gap,0.015
43,1246.7,reward,0.630
43,1246.7,staleness,2
43,1246.7,loss,0.000
43,1246.7,pg,0.000
43,1246.7,ratio,1.001
43,1246.7,gnorm,0.019
43,1246.7,queued,3
43,1246.7,dropped,0
43,1246.7,received,355
43,1246.7,logp_gap,0.012
44,1273.9,reward,0.763
44,1273.9,staleness,2
44,1273.9,loss,0.000
44,1273.9,pg,0.000
44,1273.9,ratio,1.001
44,1273.9,gnorm,0.017
44,1273.9,queued,3
44,1273.9,dropped,0
44,1273.9,received,363
44,1273.9,logp_gap,0.017
45,1301.0,reward,0.669
45,1301.0,staleness,2
45,1301.0,loss,0.000
45,1301.0,pg,0.000
45,1301.0,ratio,1.001
45,1301.0,gnorm,0.016
45,1301.0,queued,3
45,1301.0,dropped,0
45,1301.0,received,371
45,1301.0,logp_gap,0.014
46,1324.9,reward,0.854
46,1324.9,staleness,2
46,1324.9,loss,0.000
46,1324.9,pg,0.000
46,1324.9,ratio,1.001
46,1324.9,gnorm,0.014
46,1324.9,queued,2
46,1324.9,dropped,0
46,1324.9,received,378
46,1324.9,logp_gap,0.014
47,1352.7,reward,0.733
47,1352.7,staleness,2
47,1352.7,loss,0.000
47,1352.7,pg,0.000
47,1352.7,ratio,1.001
47,1352.7,gnorm,0.017
47,1352.7,queued,2
47,1352.7,dropped,0
47,1352.7,received,386
47,1352.7,logp_gap,0.015
48,1379.3,reward,0.679
48,1379.3,staleness,2
48,1379.3,loss,0.000
48,1379.3,pg,0.000
48,1379.3,ratio,1.001
48,1379.3,gnorm,0.025
48,1379.3,queued,2
48,1379.3,dropped,0
48,1379.3,received,394
48,1379.3,logp_gap,0.019
49,1405.6,reward,0.729
49,1405.6,staleness,2
49,1405.6,loss,0.000
49,1405.6,pg,0.000
49,1405.6,ratio,1.001
49,1405.6,gnorm,0.019
49,1405.6,queued,2
49,1405.6,dropped,0
49,1405.6,received,402
49,1405.6,logp_gap,0.014
50,1433.2,reward,0.756
50,1433.2,staleness,2
50,1433.2,loss,-0.000
50,1433.2,pg,-0.000
50,1433.2,ratio,1.001
50,1433.2,gnorm,0.011
50,1433.2,queued,2
50,1433.2,dropped,0
50,1433.2,received,410
50,1433.2,logp_gap,0.012
51,1460.2,reward,0.727
51,1460.2,staleness,2
51,1460.2,loss,0.000
51,1460.2,pg,0.000
51,1460.2,ratio,1.001
51,1460.2,gnorm,0.020
51,1460.2,queued,2
51,1460.2,dropped,0
51,1460.2,received,418
51,1460.2,logp_gap,0.014
52,1487.6,reward,0.690
52,1487.6,staleness,2
52,1487.6,loss,0.000
52,1487.6,pg,0.000
52,1487.6,ratio,1.001
52,1487.6,gnorm,0.016
52,1487.6,queued,2
52,1487.6,dropped,0
52,1487.6,received,426
52,1487.6,logp_gap,0.014
53,1513.2,reward,0.812
53,1513.2,staleness,2
53,1513.2,loss,-0.000
53,1513.2,pg,-0.000
53,1513.2,ratio,1.001
53,1513.2,gnorm,0.018
53,1513.2,queued,3
53,1513.2,dropped,0
53,1513.2,received,435
53,1513.2,logp_gap,0.014
54,1540.3,reward,0.748
54,1540.3,staleness,2
54,1540.3,loss,0.000
54,1540.3,pg,0.000
54,1540.3,ratio,1.001
54,1540.3,gnorm,0.020
54,1540.3,queued,3
54,1540.3,dropped,0
54,1540.3,received,443
54,1540.3,logp_gap,0.013
55,1568.9,reward,0.683
55,1568.9,staleness,2
55,1568.9,loss,0.000
55,1568.9,pg,0.000
55,1568.9,ratio,1.001
55,1568.9,gnorm,0.020
55,1568.9,queued,3
55,1568.9,dropped,0
55,1568.9,received,451
55,1568.9,logp_gap,0.011
56,1595.4,reward,0.711
56,1595.4,staleness,2
56,1595.4,loss,0.000
56,1595.4,pg,0.000
56,1595.4,ratio,1.001
56,1595.4,gnorm,0.022
56,1595.4,queued,3
56,1595.4,dropped,0
56,1595.4,received,459
56,1595.4,logp_gap,0.014
57,1622.7,reward,0.783
57,1622.7,staleness,2
57,1622.7,loss,0.000
57,1622.7,pg,0.000
57,1622.7,ratio,1.001
57,1622.7,gnorm,0.011
57,1622.7,queued,3
57,1622.7,dropped,0
57,1622.7,received,467
57,1622.7,logp_gap,0.015
58,1650.8,reward,0.687
58,1650.8,staleness,2
58,1650.8,loss,0.000
58,1650.8,pg,0.000
58,1650.8,ratio,1.001
58,1650.8,gnorm,0.023
58,1650.8,queued,3
58,1650.8,dropped,0
58,1650.8,received,475
58,1650.8,logp_gap,0.015
59,1677.5,reward,0.668
59,1677.5,staleness,2
59,1677.5,loss,0.000
59,1677.5,pg,0.000
59,1677.5,ratio,1.001
59,1677.5,gnorm,0.018
59,1677.5,queued,3
59,1677.5,dropped,0
59,1677.5,received,483
59,1677.5,logp_gap,0.012
60,1704.8,reward,0.636
60,1704.8,staleness,2
60,1704.8,loss,0.000
60,1704.8,pg,0.000
60,1704.8,ratio,1.001
60,1704.8,gnorm,0.020
60,1704.8,queued,3
60,1704.8,dropped,0
60,1704.8,received,491
60,1704.8,logp_gap,0.014
60,1717.8,eval_acc,0.609
61,1732.3,reward,0.716
61,1732.3,staleness,2
61,1732.3,loss,0.000
61,1732.3,pg,0.000
61,1732.3,ratio,1.001
61,1732.3,gnorm,0.017
61,1732.3,queued,3
61,1732.3,dropped,0
61,1732.3,received,499
61,1732.3,logp_gap,0.011
62,1758.9,reward,0.634
62,1758.9,staleness,2
62,1758.9,loss,0.000
62,1758.9,pg,0.000
62,1758.9,ratio,1.001
62,1758.9,gnorm,0.017
62,1758.9,queued,3
62,1758.9,dropped,0
62,1758.9,received,507
62,1758.9,logp_gap,0.014
63,1786.2,reward,0.718
63,1786.2,staleness,2
63,1786.2,loss,0.000
63,1786.2,pg,0.000
63,1786.2,ratio,1.001
63,1786.2,gnorm,0.020
63,1786.2,queued,3
63,1786.2,dropped,0
63,1786.2,received,515
63,1786.2,logp_gap,0.015
64,1813.5,reward,0.751
64,1813.5,staleness,2
64,1813.5,loss,0.000
64,1813.5,pg,0.000
64,1813.5,ratio,1.001
64,1813.5,gnorm,0.020
64,1813.5,queued,4
64,1813.5,dropped,0
64,1813.5,received,524
64,1813.5,logp_gap,0.013
65,1837.6,reward,0.845
65,1837.6,staleness,2
65,1837.6,loss,0.000
65,1837.6,pg,0.000
65,1837.6,ratio,1.001
65,1837.6,gnorm,0.023
65,1837.6,queued,3
65,1837.6,dropped,0
65,1837.6,received,531
65,1837.6,logp_gap,0.015
66,1864.5,reward,0.722
66,1864.5,staleness,2
66,1864.5,loss,0.000
66,1864.5,pg,0.000
66,1864.5,ratio,1.001
66,1864.5,gnorm,0.015
66,1864.5,queued,3
66,1864.5,dropped,0
66,1864.5,received,539
66,1864.5,logp_gap,0.016
67,1892.5,reward,0.667
67,1892.5,staleness,2
67,1892.5,loss,0.000
67,1892.5,pg,0.000
67,1892.5,ratio,1.001
67,1892.5,gnorm,0.018
67,1892.5,queued,3
67,1892.5,dropped,0
67,1892.5,received,547
67,1892.5,logp_gap,0.013
68,1919.2,reward,0.738
68,1919.2,staleness,2
68,1919.2,loss,-0.000
68,1919.2,pg,-0.000
68,1919.2,ratio,1.001
68,1919.2,gnorm,0.020
68,1919.2,queued,3
68,1919.2,dropped,0
68,1919.2,received,555
68,1919.2,logp_gap,0.012
69,1946.4,reward,0.762
69,1946.4,staleness,2
69,1946.4,loss,0.000
69,1946.4,pg,0.000
69,1946.4,ratio,1.001
69,1946.4,gnorm,0.016
69,1946.4,queued,3
69,1946.4,dropped,0
69,1946.4,received,563
69,1946.4,logp_gap,0.013
70,1973.9,reward,0.740
70,1973.9,staleness,2
70,1973.9,loss,0.000
70,1973.9,pg,0.000
70,1973.9,ratio,1.001
70,1973.9,gnorm,0.018
70,1973.9,queued,3
70,1973.9,dropped,0
70,1973.9,received,571
70,1973.9,logp_gap,0.013
71,2000.8,reward,0.726
71,2000.8,staleness,2
71,2000.8,loss,0.000
71,2000.8,pg,0.000
71,2000.8,ratio,1.001
71,2000.8,gnorm,0.017
71,2000.8,queued,3
71,2000.8,dropped,0
71,2000.8,received,579
71,2000.8,logp_gap,0.013
72,2028.9,reward,0.775
72,2028.9,staleness,2
72,2028.9,loss,0.000
72,2028.9,pg,0.000
72,2028.9,ratio,1.001
72,2028.9,gnorm,0.014
72,2028.9,queued,3
72,2028.9,dropped,0
72,2028.9,received,587
72,2028.9,logp_gap,0.015
73,2055.5,reward,0.803
73,2055.5,staleness,2
73,2055.5,loss,0.000
73,2055.5,pg,0.000
73,2055.5,ratio,1.001
73,2055.5,gnorm,0.012
73,2055.5,queued,3
73,2055.5,dropped,0
73,2055.5,received,595
73,2055.5,logp_gap,0.012
74,2080.1,reward,0.699
74,2080.1,staleness,2
74,2080.1,loss,0.000
74,2080.1,pg,0.000
74,2080.1,ratio,1.001
74,2080.1,gnorm,0.019
74,2080.1,queued,3
74,2080.1,dropped,0
74,2080.1,received,603
74,2080.1,logp_gap,0.014
75,2108.9,reward,0.799
75,2108.9,staleness,2
75,2108.9,loss,-0.000
75,2108.9,pg,-0.000
75,2108.9,ratio,1.001
75,2108.9,gnorm,0.018
75,2108.9,queued,3
75,2108.9,dropped,0
75,2108.9,received,611
75,2108.9,logp_gap,0.011
76,2134.9,reward,0.719
76,2134.9,staleness,2
76,2134.9,loss,0.000
76,2134.9,pg,0.000
76,2134.9,ratio,1.001
76,2134.9,gnorm,0.016
76,2134.9,queued,3
76,2134.9,dropped,0
76,2134.9,received,619
76,2134.9,logp_gap,0.012
77,2161.3,reward,0.744
77,2161.3,staleness,2
77,2161.3,loss,0.000
77,2161.3,pg,0.000
77,2161.3,ratio,1.001
77,2161.3,gnorm,0.019
77,2161.3,queued,3
77,2161.3,dropped,0
77,2161.3,received,627
77,2161.3,logp_gap,0.014
78,2189.2,reward,0.642
78,2189.2,staleness,2
78,2189.2,loss,0.000
78,2189.2,pg,0.000
78,2189.2,ratio,1.001
78,2189.2,gnorm,0.028
78,2189.2,queued,3
78,2189.2,dropped,0
78,2189.2,received,635
78,2189.2,logp_gap,0.010
79,2215.8,reward,0.789
79,2215.8,staleness,2
79,2215.8,loss,0.000
79,2215.8,pg,0.000
79,2215.8,ratio,1.001
79,2215.8,gnorm,0.017
79,2215.8,queued,3
79,2215.8,dropped,0
79,2215.8,received,643
79,2215.8,logp_gap,0.012
80,2242.9,reward,0.769
80,2242.9,staleness,2
80,2242.9,loss,0.000
80,2242.9,pg,0.000
80,2242.9,ratio,1.001
80,2242.9,gnorm,0.028
80,2242.9,queued,3
80,2242.9,dropped,0
80,2242.9,received,651
80,2242.9,logp_gap,0.015
80,2256.2,eval_acc,0.641
81,2270.6,reward,0.787
81,2270.6,staleness,2
81,2270.6,loss,-0.000
81,2270.6,pg,-0.000
81,2270.6,ratio,1.001
81,2270.6,gnorm,0.013
81,2270.6,queued,3
81,2270.6,dropped,0
81,2270.6,received,659
81,2270.6,logp_gap,0.009
82,2294.3,reward,0.771
82,2294.3,staleness,2
82,2294.3,loss,0.000
82,2294.3,pg,0.000
82,2294.3,ratio,1.001
82,2294.3,gnorm,0.020
82,2294.3,queued,3
82,2294.3,dropped,0
82,2294.3,received,667
82,2294.3,logp_gap,0.010
83,2321.5,reward,0.710
83,2321.5,staleness,2
83,2321.5,loss,0.000
83,2321.5,pg,0.000
83,2321.5,ratio,1.001
83,2321.5,gnorm,0.012
83,2321.5,queued,3
83,2321.5,dropped,0
83,2321.5,received,675
83,2321.5,logp_gap,0.015
84,2349.4,reward,0.767
84,2349.4,staleness,2
84,2349.4,loss,0.000
84,2349.4,pg,0.000
84,2349.4,ratio,1.001
84,2349.4,gnorm,0.016
84,2349.4,queued,3
84,2349.4,dropped,0
84,2349.4,received,683
84,2349.4,logp_gap,0.010
85,2375.5,reward,0.743
85,2375.5,staleness,2
85,2375.5,loss,-0.000
85,2375.5,pg,-0.000
85,2375.5,ratio,1.001
85,2375.5,gnorm,0.014
85,2375.5,queued,3
85,2375.5,dropped,0
85,2375.5,received,691
85,2375.5,logp_gap,0.012
86,2403.6,reward,0.869
86,2403.6,staleness,2
86,2403.6,loss,0.000
86,2403.6,pg,0.000
86,2403.6,ratio,1.001
86,2403.6,gnorm,0.021
86,2403.6,queued,3
86,2403.6,dropped,0
86,2403.6,received,699
86,2403.6,logp_gap,0.011
87,2430.3,reward,0.811
87,2430.3,staleness,2
87,2430.3,loss,0.000
87,2430.3,pg,0.000
87,2430.3,ratio,1.001
87,2430.3,gnorm,0.024
87,2430.3,queued,3
87,2430.3,dropped,0
87,2430.3,received,707
87,2430.3,logp_gap,0.011
88,2457.0,reward,0.748
88,2457.0,staleness,2
88,2457.0,loss,0.000
88,2457.0,pg,0.000
88,2457.0,ratio,1.001
88,2457.0,gnorm,0.018
88,2457.0,queued,3
88,2457.0,dropped,0
88,2457.0,received,715
88,2457.0,logp_gap,0.010
89,2483.9,reward,0.865
89,2483.9,staleness,2
89,2483.9,loss,0.000
89,2483.9,pg,0.000
89,2483.9,ratio,1.001
89,2483.9,gnorm,0.020
89,2483.9,queued,3
89,2483.9,dropped,0
89,2483.9,received,723
89,2483.9,logp_gap,0.009
90,2512.6,reward,0.616
90,2512.6,staleness,2
90,2512.6,loss,0.000
90,2512.6,pg,0.000
90,2512.6,ratio,1.001
90,2512.6,gnorm,0.023
90,2512.6,queued,3
90,2512.6,dropped,0
90,2512.6,received,731
90,2512.6,logp_gap,0.014
91,2539.4,reward,0.824
91,2539.4,staleness,2
91,2539.4,loss,0.000
91,2539.4,pg,0.000
91,2539.4,ratio,1.001
91,2539.4,gnorm,0.025
91,2539.4,queued,3
91,2539.4,dropped,0
91,2539.4,received,739
91,2539.4,logp_gap,0.009
92,2568.0,reward,0.791
92,2568.0,staleness,2
92,2568.0,loss,0.000
92,2568.0,pg,0.000
92,2568.0,ratio,1.051
92,2568.0,gnorm,0.020
92,2568.0,queued,4
92,2568.0,dropped,0
92,2568.0,received,748
92,2568.0,logp_gap,0.011
93,2595.6,reward,0.836
93,2595.6,staleness,2
93,2595.6,loss,0.000
93,2595.6,pg,0.000
93,2595.6,ratio,1.001
93,2595.6,gnorm,0.026
93,2595.6,queued,4
93,2595.6,dropped,0
93,2595.6,received,756
93,2595.6,logp_gap,0.010
94,2620.0,reward,0.801
94,2620.0,staleness,2
94,2620.0,loss,0.000
94,2620.0,pg,0.000
94,2620.0,ratio,1.001
94,2620.0,gnorm,0.018
94,2620.0,queued,3
94,2620.0,dropped,0
94,2620.0,received,763
94,2620.0,logp_gap,0.011
95,2648.1,reward,0.861
95,2648.1,staleness,2
95,2648.1,loss,0.000
95,2648.1,pg,0.000
95,2648.1,ratio,1.001
95,2648.1,gnorm,0.018
95,2648.1,queued,3
95,2648.1,dropped,0
95,2648.1,received,771
95,2648.1,logp_gap,0.010
96,2674.8,reward,0.720
96,2674.8,staleness,2
96,2674.8,loss,0.000
96,2674.8,pg,0.000
96,2674.8,ratio,1.001
96,2674.8,gnorm,0.016
96,2674.8,queued,3
96,2674.8,dropped,0
96,2674.8,received,779
96,2674.8,logp_gap,0.011
97,2703.2,reward,0.720
97,2703.2,staleness,2
97,2703.2,loss,0.000
97,2703.2,pg,0.000
97,2703.2,ratio,1.001
97,2703.2,gnorm,0.022
97,2703.2,queued,3
97,2703.2,dropped,0
97,2703.2,received,787
97,2703.2,logp_gap,0.011
98,2730.3,reward,0.746
98,2730.3,staleness,2
98,2730.3,loss,0.000
98,2730.3,pg,0.000
98,2730.3,ratio,1.001
98,2730.3,gnorm,0.022
98,2730.3,queued,3
98,2730.3,dropped,0
98,2730.3,received,795
98,2730.3,logp_gap,0.009
99,2756.7,reward,0.815
99,2756.7,staleness,2
99,2756.7,loss,0.000
99,2756.7,pg,0.000
99,2756.7,ratio,1.001
99,2756.7,gnorm,0.018
99,2756.7,queued,3
99,2756.7,dropped,0
99,2756.7,received,803
99,2756.7,logp_gap,0.011
100,2784.1,reward,0.718
100,2784.1,staleness,2
100,2784.1,loss,0.000
100,2784.1,pg,0.000
100,2784.1,ratio,1.001
100,2784.1,gnorm,0.021
100,2784.1,queued,3
100,2784.1,dropped,0
100,2784.1,received,811
100,2784.1,logp_gap,0.011
100,2797.3,eval_acc,0.625
101,2812.0,reward,0.785
101,2812.0,staleness,2
101,2812.0,loss,0.000
101,2812.0,pg,0.000
101,2812.0,ratio,1.001
101,2812.0,gnorm,0.020
101,2812.0,queued,3
101,2812.0,dropped,0
101,2812.0,received,819
101,2812.0,logp_gap,0.012
102,2834.6,reward,0.777
