step,time_s,key,value
20,1969.9,clipfrac,0.1069
20,1969.9,akl,0.0164
20,1969.9,entropy,0.5908
20,1969.9,gnorm,1.3909856081008911
20,1969.9,skipped,0
20,1969.9,resp_len,19.9
20,1969.9,trunc,0.0
20,1969.9,dead,0.0
21,2049.8,reward,0.4166666865348816
21,2049.8,staleness,0
21,2049.8,loss,-0.022826075553894043
21,2049.8,pg,-0.022826075553894043
21,2049.8,ratio,1.0046
21,2049.8,clipfrac,0.0976
21,2049.8,akl,0.007
21,2049.8,entropy,0.4278
21,2049.8,gnorm,1.2575647830963135
21,2049.8,skipped,0
21,2049.8,resp_len,26.2
21,2049.8,trunc,0.0
21,2049.8,dead,0.0
22,2111.6,reward,0.6041666865348816
22,2111.6,staleness,0
22,2111.6,loss,-0.04468643479049206
22,2111.6,pg,-0.04468643479049206
22,2111.6,ratio,0.9776
22,2111.6,clipfrac,0.1457
22,2111.6,akl,0.0407
22,2111.6,entropy,0.7467
22,2111.6,gnorm,2.1963934898376465
22,2111.6,skipped,0
22,2111.6,resp_len,12.4
22,2111.6,trunc,0.0
22,2111.6,dead,0.0
23,2168.9,reward,0.7708333134651184
23,2168.9,staleness,0
23,2168.9,loss,-0.01117655634880066
23,2168.9,pg,-0.01117655634880066
23,2168.9,ratio,0.9985
23,2168.9,clipfrac,0.0734
23,2168.9,akl,0.0143
23,2168.9,entropy,0.5445
23,2168.9,gnorm,0.568022608757019
23,2168.9,skipped,8
23,2168.9,resp_len,26.6
23,2168.9,trunc,0.0
23,2168.9,dead,0.5
24,2223.7,reward,0.4375000298023224
24,2223.7,staleness,0
24,2223.7,loss,-0.016996175050735474
24,2223.7,pg,-0.016996175050735474
24,2223.7,ratio,0.9857
24,2223.7,clipfrac,0.1286
24,2223.7,akl,0.0297
24,2223.7,entropy,0.6003
24,2223.7,gnorm,0.5216918587684631
24,2223.7,skipped,8
24,2223.7,resp_len,28.9
24,2223.7,trunc,0.0
24,2223.7,dead,0.5
25,2332.4,reward,0.5208333730697632
25,2332.4,staleness,0
25,2332.4,loss,-0.025416668504476547
25,2332.4,pg,-0.025416668504476547
25,2332.4,ratio,1.0025
25,2332.4,clipfrac,0.0417
25,2332.4,akl,0.0009
25,2332.4,entropy,0.6436
25,2332.4,gnorm,0.9831526279449463
25,2332.4,skipped,0
25,2332.4,resp_len,38.9
25,2332.4,trunc,0.062
25,2332.4,dead,0.0
26,2389.4,reward,0.7291666865348816
26,2389.4,staleness,0
26,2389.4,loss,-0.012185033410787582
26,2389.4,pg,-0.012185033410787582
26,2389.4,ratio,1.0098
26,2389.4,clipfrac,0.1342
26,2389.4,akl,0.0044
26,2389.4,entropy,0.4449
26,2389.4,gnorm,1.0416278839111328
26,2389.4,skipped,8
26,2389.4,resp_len,24.2
26,2389.4,trunc,0.0
26,2389.4,dead,0.5
27,2481.1,reward,0.625
27,2481.1,staleness,0
27,2481.1,loss,-0.025903813540935516
27,2481.1,pg,-0.025903813540935516
27,2481.1,ratio,1.0004
27,2481.1,clipfrac,0.0594
27,2481.1,akl,0.0048
27,2481.1,entropy,0.6377
27,2481.1,gnorm,1.2303261756896973
27,2481.1,skipped,0
27,2481.1,resp_len,41.1
27,2481.1,trunc,0.0
27,2481.1,dead,0.0
28,2576.7,reward,0.5833333730697632
28,2576.7,staleness,0
28,2576.7,loss,-0.013957608491182327
28,2576.7,pg,-0.013957608491182327
28,2576.7,ratio,1.006
28,2576.7,clipfrac,0.0502
28,2576.7,akl,0.0031
28,2576.7,entropy,0.33
28,2576.7,gnorm,0.8723257780075073
28,2576.7,skipped,0
28,2576.7,resp_len,48.6
28,2576.7,trunc,0.0
28,2576.7,dead,0.0
29,2630.4,reward,0.8125
29,2630.4,staleness,0
29,2630.4,loss,-0.015275422483682632
29,2630.4,pg,-0.015275422483682632
29,2630.4,ratio,1.0001
29,2630.4,clipfrac,0.0873
29,2630.4,akl,0.0097
29,2630.4,entropy,0.9766
29,2630.4,gnorm,0.7324903607368469
29,2630.4,skipped,8
29,2630.4,resp_len,28.1
29,2630.4,trunc,0.0
29,2630.4,dead,0.5
30,2728.0,reward,0.6875000596046448
30,2728.0,staleness,0
30,2728.0,loss,-0.01984819397330284
30,2728.0,pg,-0.01984819397330284
30,2728.0,ratio,0.9997
30,2728.0,clipfrac,0.0682
30,2728.0,akl,0.0112
30,2728.0,entropy,0.7005
30,2728.0,gnorm,1.0576930046081543
30,2728.0,skipped,0
30,2728.0,resp_len,43.1
30,2728.0,trunc,0.0
30,2728.0,dead,0.0
30,2888.5,eval_acc,0.59375
31,2935.3,reward,0.7083333730697632
31,2935.3,staleness,0
31,2935.3,loss,-0.018702581524848938
31,2935.3,pg,-0.018702581524848938
31,2935.3,ratio,0.9817
31,2935.3,clipfrac,0.2055
31,2935.3,akl,0.0815
31,2935.3,entropy,0.4635
31,2935.3,gnorm,1.3465280532836914
31,2935.3,skipped,8
31,2935.3,resp_len,26.7
31,2935.3,trunc,0.0
31,2935.3,dead,0.5
32,2973.6,reward,0.5208333134651184
32,2973.6,staleness,0
32,2973.6,loss,-0.007478293031454086
32,2973.6,pg,-0.007478293031454086
32,2973.6,ratio,0.9851
32,2973.6,clipfrac,0.0741
32,2973.6,akl,0.0472
32,2973.6,entropy,0.4251
32,2973.6,gnorm,0.2895888090133667
32,2973.6,skipped,8
32,2973.6,resp_len,19.7
32,2973.6,trunc,0.0
32,2973.6,dead,0.5
33,2989.2,reward,0.5
33,2989.2,staleness,0
33,2989.2,loss,0.0
33,2989.2,pg,0.0
33,2989.2,ratio,0.0
33,2989.2,clipfrac,0.0
33,2989.2,akl,0.0
33,2989.2,entropy,0.0
33,2989.2,gnorm,0.0
33,2989.2,skipped,16
33,2989.2,resp_len,19.1
33,2989.2,trunc,0.0
33,2989.2,dead,1.0
34,3072.2,reward,0.5
34,3072.2,staleness,0
34,3072.2,loss,-0.012813951820135117
34,3072.2,pg,-0.012813951820135117
34,3072.2,ratio,1.0038
34,3072.2,clipfrac,0.0348
34,3072.2,akl,0.0044
34,3072.2,entropy,0.288
34,3072.2,gnorm,0.9032785892486572
34,3072.2,skipped,0
34,3072.2,resp_len,34.1
34,3072.2,trunc,0.0
34,3072.2,dead,0.0
35,3144.4,reward,0.75
35,3144.4,staleness,0
35,3144.4,loss,-0.027659341619106215
35,3144.4,pg,-0.027659341619106215
35,3144.4,ratio,1.011
35,3144.4,clipfrac,0.0601
35,3144.4,akl,0.0055
35,3144.4,entropy,0.2396
35,3144.4,gnorm,1.2274779081344604
35,3144.4,skipped,0
35,3144.4,resp_len,19.8
35,3144.4,trunc,0.0
35,3144.4,dead,0.0
36,3210.3,reward,0.5208333730697632
36,3210.3,staleness,0
36,3210.3,loss,-0.022162023931741714
36,3210.3,pg,-0.022162023931741714
36,3210.3,ratio,0.9967
36,3210.3,clipfrac,0.0662
36,3210.3,akl,0.0592
36,3210.3,entropy,0.199
36,3210.3,gnorm,1.2747527360916138
36,3210.3,skipped,0
36,3210.3,resp_len,17.9
36,3210.3,trunc,0.0
36,3210.3,dead,0.0
37,3293.8,reward,0.4583333432674408
37,3293.8,staleness,0
37,3293.8,loss,-0.01772751286625862
37,3293.8,pg,-0.01772751286625862
37,3293.8,ratio,1.0207
37,3293.8,clipfrac,0.1066
37,3293.8,akl,-0.0045
37,3293.8,entropy,0.4001
37,3293.8,gnorm,1.0898799896240234
37,3293.8,skipped,0
37,3293.8,resp_len,21.7
37,3293.8,trunc,0.0
37,3293.8,dead,0.0
38,3376.2,reward,0.625
38,3376.2,staleness,0
38,3376.2,loss,-0.019773684442043304
38,3376.2,pg,-0.019773684442043304
38,3376.2,ratio,0.9996
38,3376.2,clipfrac,0.0728
38,3376.2,akl,0.0163
38,3376.2,entropy,0.4208
38,3376.2,gnorm,1.014627456665039
38,3376.2,skipped,0
38,3376.2,resp_len,32.6
38,3376.2,trunc,0.0
38,3376.2,dead,0.0
39,3407.8,reward,0.8333333730697632
39,3407.8,staleness,0
39,3407.8,loss,-0.025866687297821045
39,3407.8,pg,-0.025866687297821045
39,3407.8,ratio,0.9959
39,3407.8,clipfrac,0.0625
39,3407.8,akl,0.0209
39,3407.8,entropy,0.4353
39,3407.8,gnorm,0.41041797399520874
39,3407.8,skipped,12
39,3407.8,resp_len,20.6
39,3407.8,trunc,0.0
39,3407.8,dead,0.5
40,3468.5,reward,0.5625
40,3468.5,staleness,0
40,3468.5,loss,-0.0329333171248436
40,3468.5,pg,-0.0329333171248436
40,3468.5,ratio,0.9907
40,3468.5,clipfrac,0.0702
40,3468.5,akl,0.0287
40,3468.5,entropy,0.6409
40,3468.5,gnorm,1.1204198598861694
40,3468.5,skipped,0
40,3468.5,resp_len,17.8
40,3468.5,trunc,0.0
40,3468.5,dead,0.0
41,3482.6,reward,0.6666666865348816
41,3482.6,staleness,0
41,3482.6,loss,0.0
41,3482.6,pg,0.0
41,3482.6,ratio,0.0
41,3482.6,clipfrac,0.0
41,3482.6,akl,0.0
41,3482.6,entropy,0.0
41,3482.6,gnorm,0.0
41,3482.6,skipped,16
41,3482.6,resp_len,14.5
41,3482.6,trunc,0.0
41,3482.6,dead,1.0
42,3547.9,reward,0.6875000596046448
42,3547.9,staleness,0
42,3547.9,loss,-0.014875158667564392
42,3547.9,pg,-0.014875158667564392
42,3547.9,ratio,0.9977
42,3547.9,clipfrac,0.0541
42,3547.9,akl,0.0066
42,3547.9,entropy,0.2778
42,3547.9,gnorm,0.6916882395744324
42,3547.9,skipped,4
42,3547.9,resp_len,34.4
42,3547.9,trunc,0.0
42,3547.9,dead,0.0
43,3603.4,reward,0.5208333730697632
43,3603.4,staleness,0
43,3603.4,loss,-0.01418258622288704
43,3603.4,pg,-0.01418258622288704
43,3603.4,ratio,0.9983
43,3603.4,clipfrac,0.1169
43,3603.4,akl,0.0139
43,3603.4,entropy,0.5297
43,3603.4,gnorm,0.5908176302909851
43,3603.4,skipped,8
43,3603.4,resp_len,19.8
43,3603.4,trunc,0.0
43,3603.4,dead,0.5
44,3684.7,reward,0.5208333730697632
44,3684.7,staleness,0
44,3684.7,loss,-0.03192715346813202
44,3684.7,pg,-0.03192715346813202
44,3684.7,ratio,1.0101
44,3684.7,clipfrac,0.058
44,3684.7,akl,0.0027
44,3684.7,entropy,0.6206
44,3684.7,gnorm,1.5953181982040405
44,3684.7,skipped,0
44,3684.7,resp_len,31.2
44,3684.7,trunc,0.0
44,3684.7,dead,0.0
45,3726.6,reward,0.625
45,3726.6,staleness,0
45,3726.6,loss,-0.01693536713719368
45,3726.6,pg,-0.01693536713719368
45,3726.6,ratio,1.0127
45,3726.6,clipfrac,0.2072
45,3726.6,akl,0.0136
45,3726.6,entropy,0.5329
45,3726.6,gnorm,1.116349220275879
45,3726.6,skipped,8
45,3726.6,resp_len,10.4
45,3726.6,trunc,0.0
45,3726.6,dead,0.5
45,3920.0,eval_acc,0.5729166865348816
46,3967.8,reward,0.5625
46,3967.8,staleness,0
46,3967.8,loss,-0.023959793150424957
46,3967.8,pg,-0.023959793150424957
46,3967.8,ratio,0.996
46,3967.8,clipfrac,0.1564
46,3967.8,akl,0.0185
46,3967.8,entropy,0.947
46,3967.8,gnorm,0.9180607795715332
46,3967.8,skipped,8
46,3967.8,resp_len,26.6
46,3967.8,trunc,0.0
46,3967.8,dead,0.5
47,4084.6,reward,0.5416666865348816
47,4084.6,staleness,0
47,4084.6,loss,-0.024581149220466614
47,4084.6,pg,-0.024581149220466614
47,4084.6,ratio,1.0051
47,4084.6,clipfrac,0.03
47,4084.6,akl,-0.0013
47,4084.6,entropy,0.7321
47,4084.6,gnorm,1.1297476291656494
47,4084.6,skipped,0
47,4084.6,resp_len,52.1
47,4084.6,trunc,0.062
47,4084.6,dead,0.0
48,4125.6,reward,0.8125
48,4125.6,staleness,0
48,4125.6,loss,-0.01846063882112503
48,4125.6,pg,-0.01846063882112503
48,4125.6,ratio,1.0065
48,4125.6,clipfrac,0.105
48,4125.6,akl,0.0084
48,4125.6,entropy,0.4425
48,4125.6,gnorm,0.5688689947128296
48,4125.6,skipped,8
48,4125.6,resp_len,14.7
48,4125.6,trunc,0.0
48,4125.6,dead,0.5
49,4242.9,reward,0.5
49,4242.9,staleness,0
49,4242.9,loss,-0.019916197285056114
49,4242.9,pg,-0.019916197285056114
49,4242.9,ratio,0.9983
49,4242.9,clipfrac,0.0401
49,4242.9,akl,0.0062
49,4242.9,entropy,0.6046
49,4242.9,gnorm,0.8340956568717957
49,4242.9,skipped,0
49,4242.9,resp_len,70.1
49,4242.9,trunc,0.0
49,4242.9,dead,0.0
50,4334.0,reward,0.7083333730697632
50,4334.0,staleness,0
50,4334.0,loss,-0.02068280056118965
50,4334.0,pg,-0.02068280056118965
50,4334.0,ratio,0.9978
50,4334.0,clipfrac,0.0338
50,4334.0,akl,0.0071
50,4334.0,entropy,0.6148
50,4334.0,gnorm,0.8971606492996216
50,4334.0,skipped,0
50,4334.0,resp_len,44.4
50,4334.0,trunc,0.0
50,4334.0,dead,0.0
51,4418.1,reward,0.6875
51,4418.1,staleness,0
51,4418.1,loss,-0.028898585587739944
51,4418.1,pg,-0.028898585587739944
51,4418.1,ratio,1.0136
51,4418.1,clipfrac,0.0871
51,4418.1,akl,0.0081
51,4418.1,entropy,0.262
51,4418.1,gnorm,0.9106283187866211
51,4418.1,skipped,0
51,4418.1,resp_len,22.2
51,4418.1,trunc,0.0
51,4418.1,dead,0.0
52,4501.8,reward,0.7291666865348816
52,4501.8,staleness,0
52,4501.8,loss,-0.021700583398342133
52,4501.8,pg,-0.021700583398342133
52,4501.8,ratio,0.9985
52,4501.8,clipfrac,0.1272
52,4501.8,akl,0.026
52,4501.8,entropy,0.5056
52,4501.8,gnorm,1.6024315357208252
52,4501.8,skipped,0
52,4501.8,resp_len,17.7
52,4501.8,trunc,0.0
52,4501.8,dead,0.0
53,4530.6,reward,0.6666667461395264
53,4530.6,staleness,0
53,4530.6,loss,-0.01223224401473999
53,4530.6,pg,-0.01223224401473999
53,4530.6,ratio,0.9854
53,4530.6,clipfrac,0.1415
53,4530.6,akl,0.0382
53,4530.6,entropy,0.4685
53,4530.6,gnorm,0.38762757182121277
53,4530.6,skipped,12
53,4530.6,resp_len,13.9
53,4530.6,trunc,0.0
53,4530.6,dead,0.5
54,4548.4,reward,0.5
54,4548.4,staleness,0
54,4548.4,loss,0.0
54,4548.4,pg,0.0
54,4548.4,ratio,0.0
54,4548.4,clipfrac,0.0
54,4548.4,akl,0.0
54,4548.4,entropy,0.0
54,4548.4,gnorm,0.0
54,4548.4,skipped,16
54,4548.4,resp_len,20.4
54,4548.4,trunc,0.0
54,4548.4,dead,1.0
55,4571.0,reward,0.8333333730697632
55,4571.0,staleness,0
55,4571.0,loss,0.0
55,4571.0,pg,0.0
55,4571.0,ratio,0.0
55,4571.0,clipfrac,0.0
55,4571.0,akl,0.0
55,4571.0,entropy,0.0
55,4571.0,gnorm,0.0
55,4571.0,skipped,16
55,4571.0,resp_len,16.9
55,4571.0,trunc,0.0
55,4571.0,dead,1.0
56,4624.7,reward,0.7291667461395264
56,4624.7,staleness,0
56,4624.7,loss,-0.01716817542910576
56,4624.7,pg,-0.01716817542910576
56,4624.7,ratio,0.9854
56,4624.7,clipfrac,0.124
56,4624.7,akl,0.036
56,4624.7,entropy,0.8294
56,4624.7,gnorm,0.957287073135376
56,4624.7,skipped,8
56,4624.7,resp_len,24.5
56,4624.7,trunc,0.0
56,4624.7,dead,0.5
57,4670.3,reward,0.6458333730697632
57,4670.3,staleness,0
57,4670.3,loss,-0.011866513639688492
57,4670.3,pg,-0.011866513639688492
57,4670.3,ratio,1.0257
57,4670.3,clipfrac,0.1076
57,4670.3,akl,-0.0119
57,4670.3,entropy,0.4883
57,4670.3,gnorm,0.46594205498695374
57,4670.3,skipped,8
57,4670.3,resp_len,21.9
57,4670.3,trunc,0.0
57,4670.3,dead,0.5
58,4743.0,reward,0.6875000596046448
58,4743.0,staleness,0
58,4743.0,loss,-0.03563789278268814
58,4743.0,pg,-0.03563789278268814
58,4743.0,ratio,1.0228
58,4743.0,clipfrac,0.14
58,4743.0,akl,-0.0081
58,4743.0,entropy,0.6538
58,4743.0,gnorm,1.6898696422576904
58,4743.0,skipped,0
58,4743.0,resp_len,15.6
58,4743.0,trunc,0.0
58,4743.0,dead,0.0
59,4778.2,reward,0.8125001192092896
59,4778.2,staleness,0
59,4778.2,loss,-0.011976819485425949
59,4778.2,pg,-0.011976819485425949
59,4778.2,ratio,1.0067
59,4778.2,clipfrac,0.07
59,4778.2,akl,0.0125
59,4778.2,entropy,0.4054
59,4778.2,gnorm,0.4737408459186554
59,4778.2,skipped,8
59,4778.2,resp_len,14.0
59,4778.2,trunc,0.0
59,4778.2,dead,0.5
60,4876.5,reward,0.5625
60,4876.5,staleness,0
60,4876.5,loss,-0.019274428486824036
60,4876.5,pg,-0.019274428486824036
60,4876.5,ratio,0.9839
60,4876.5,clipfrac,0.074
60,4876.5,akl,0.0361
60,4876.5,entropy,0.199
60,4876.5,gnorm,0.3732040226459503
60,4876.5,skipped,8
60,4876.5,resp_len,33.5
60,4876.5,trunc,0.125
60,4876.5,dead,0.5
60,5169.7,eval_acc,0.6041666865348816
